Buy Time,Buy Price,Buy RSI,Sell Time,Sell Price,Sell RSI,PnL
2020-01-09 15:30:00,46580,14.771997430956972,2020-01-10 13:30:00,46810,38.87375113533152,230
2020-01-22 15:30:00,46181,18.964143426294825,2020-01-23 09:30:00,45890,34.543010752688176,-291
2020-01-28 15:30:00,45552,16.935166994106083,2020-01-30 05:30:00,46124,34.642541924095326,572
2020-01-29 03:30:00,45475,10.754481033764066,2020-01-30 05:30:00,46124,34.642541924095326,649
2020-01-29 05:30:00,45515,6.055287406757358,2020-01-30 05:30:00,46124,34.642541924095326,609
2020-02-12 03:30:00,45620,19.374369323915232,2020-02-13 03:30:00,45809,40.69952305246423,189
2020-02-26 11:30:00,46765,19.805680119581467,2020-02-27 11:30:00,47037,39.78444236176195,272
2020-02-26 13:30:00,46628,14.036885245901644,2020-02-27 11:30:00,47037,39.78444236176195,409
2020-02-28 17:30:00,44066,17.422161172161182,2020-03-02 03:30:00,45239,35.15085423482371,1173
2020-03-13 05:30:00,42832,17.903767251025727,2020-03-17 13:30:00,35876,30.302509453420413,-6956
2020-03-13 17:30:00,40460,13.790684624017956,2020-03-17 13:30:00,35876,30.302509453420413,-4584
2020-03-16 09:30:00,35629,10.187747035573125,2020-03-17 13:30:00,35876,30.302509453420413,247
2020-03-16 11:30:00,35779,7.141397629750728,2020-03-17 13:30:00,35876,30.302509453420413,97
2020-04-21 09:30:00,41600,17.576791808873722,2020-04-22 09:30:00,41625,32.107774347459994,25
2020-04-22 05:30:00,41205,14.275700934579447,2020-04-22 09:30:00,41625,32.107774347459994,420
2020-06-03 09:30:00,49055,17.788089713843775,2020-06-04 09:30:00,48660,41.075949367088604,-395
2020-06-03 11:30:00,48505,14.95934959349593,2020-06-04 09:30:00,48660,41.075949367088604,155
2020-06-15 07:30:00,46975,18.258426966292134,2020-06-15 13:30:00,47236,31.31898454746137,261
2020-06-15 09:30:00,46980,15.185077236957156,2020-06-15 13:30:00,47236,31.31898454746137,256
2020-08-11 15:30:00,67222,16.849816849816847,2020-08-12 17:30:00,66976,34.07079646017698,-246
2020-08-11 17:30:00,66347,9.581742296421282,2020-08-12 17:30:00,66976,34.07079646017698,629
2020-08-12 03:30:00,62266,7.204861111111114,2020-08-12 17:30:00,66976,34.07079646017698,4710
2020-09-02 15:30:00,68235,17.834146341463423,2020-09-04 07:30:00,67360,32.223206377325056,-875
2020-09-03 03:30:00,68400,16.00572363041701,2020-09-04 07:30:00,67360,32.223206377325056,-1040
2020-09-03 05:30:00,67770,12.725598526703493,2020-09-04 07:30:00,67360,32.223206377325056,-410
2020-09-21 13:30:00,61149,7.924573338107166,2020-09-23 09:30:00,59140,34.26781519185592,-2009
2020-09-24 07:30:00,56804,19.033361847733104,2020-09-24 15:30:00,59303,51.40568099053169,2499
2020-10-13 15:30:00,60542,15.974374870841075,2020-10-14 09:30:00,61400,33.251451540866455,858
2020-10-29 11:30:00,59095,17.202268431001897,2020-10-29 13:30:00,60053,30.68401617724635,958
2020-11-24 09:30:00,59266,13.542126157917963,2020-11-25 05:30:00,59492,31.5044633137383,226
2021-01-08 17:30:00,63855,9.345200254291157,2021-01-12 03:30:00,65615,34.184105479617756,1760
2021-02-02 15:30:00,68150,16.579536967886483,2021-02-03 17:30:00,68404,32.45653143111903,254
2021-02-02 17:30:00,67475,13.779803646563806,2021-02-03 17:30:00,68404,32.45653143111903,929
2021-02-11 03:30:00,68310,11.985940246045686,2021-02-11 05:30:00,69051,30.45313819307627,741
2021-02-26 15:30:00,67161,15.306369581012362,2021-03-01 03:30:00,69493,46.73407157759589,2332
2021-03-30 11:30:00,63366,18.77934272300469,2021-03-31 09:30:00,62919,30.596757502587096,-447
2021-03-30 17:30:00,63081,15.564950038431974,2021-03-31 09:30:00,62919,30.596757502587096,-162
2021-03-31 03:30:00,62699,12.576271186440678,2021-03-31 09:30:00,62919,30.596757502587096,220
2021-04-26 05:30:00,68324,19.976498237367792,2021-04-26 09:30:00,68419,30.023828435266083,95
2021-05-14 03:30:00,70354,17.19532554257094,2021-05-14 05:30:00,70909,33.26453388372893,555
2021-06-17 07:30:00,69728,18.81720430107528,2021-06-21 05:30:00,67601,32.05918618988903,-2127
2021-06-17 11:30:00,68580,14.301280305093982,2021-06-21 05:30:00,67601,32.05918618988903,-979
2021-06-17 13:30:00,67844,10.367120757330866,2021-06-21 05:30:00,67601,32.05918618988903,-243
2021-06-17 15:30:00,67633,4.436142890497308,2021-06-21 05:30:00,67601,32.05918618988903,-32
2021-07-16 17:30:00,68345,16.872037914691944,2021-07-21 13:30:00,67050,32.18287763334827,-1295
2021-07-19 03:30:00,68032,14.692529921584807,2021-07-21 13:30:00,67050,32.18287763334827,-982
2021-07-19 07:30:00,67765,10.47142261159783,2021-07-21 13:30:00,67050,32.18287763334827,-715
2021-07-19 13:30:00,67332,8.775008775008772,2021-07-21 13:30:00,67050,32.18287763334827,-282
2021-07-19 15:30:00,67240,5.578947368421041,2021-07-21 13:30:00,67050,32.18287763334827,-190
2021-08-06 07:30:00,66755,17.843007915567284,2021-08-10 15:30:00,62631,33.807030665669416,-4124
2021-08-06 11:30:00,65318,12.474849094567418,2021-08-10 15:30:00,62631,33.807030665669416,-2687
2021-08-06 13:30:00,64841,9.47214076246334,2021-08-10 15:30:00,62631,33.807030665669416,-2210
2021-08-09 05:30:00,63725,6.493794326241144,2021-08-10 15:30:00,62631,33.807030665669416,-1094
2021-09-16 11:30:00,61600,17.002310993727306,2021-09-20 09:30:00,59833,32.636270140555354,-1767
2021-09-16 13:30:00,60846,12.197743148844722,2021-09-20 09:30:00,59833,32.636270140555354,-1013
2021-09-21 03:30:00,59582,18.389305510270617,2021-09-21 07:30:00,60187,43.12061969752859,605
2021-09-30 07:30:00,58488,10.37811745776348,2021-09-30 13:30:00,59719,40.99531904409953,1231
2021-09-30 09:30:00,58280,8.45546786922209,2021-09-30 13:30:00,59719,40.99531904409953,1439
2021-10-27 05:30:00,64857,18.35475578406171,2021-10-27 11:30:00,65270,33.19327731092437,413
2021-10-27 07:30:00,64655,15.962441314553985,2021-10-27 11:30:00,65270,33.19327731092437,615
2021-11-03 07:30:00,63320,17.149028077753783,2021-11-04 12:30:00,64224,46.60499901594174,904
2021-11-03 11:30:00,62237,12.644675925925924,2021-11-04 12:30:00,64224,46.60499901594174,1987
2021-11-23 09:30:00,63340,14.70813153199083,2021-11-25 03:30:00,62848,33.47457627118645,-492
2021-11-23 15:30:00,62490,13.144329896907223,2021-11-25 03:30:00,62848,33.47457627118645,358
2021-11-24 03:30:00,62780,11.548556430446197,2021-11-25 03:30:00,62848,33.47457627118645,68
2021-12-02 09:30:00,61256,18.483566547347863,2021-12-03 09:30:00,61205,30.029154518950435,-51
2021-12-09 11:30:00,60674,14.206642066420656,2021-12-10 13:30:00,61122,38.066880439761796,448
2021-12-15 17:30:00,60234,19.76102941176471,2021-12-16 03:30:00,61389,50.3334391870435,1155
2021-12-21 03:30:00,61319,18.352513628104177,2021-12-21 07:30:00,61990,46.00850259801606,671
2022-01-07 05:30:00,60255,19.759926131117254,2022-01-07 15:30:00,60425,31.605810757754213,170
2022-01-27 03:30:00,63203,19.27247289261979,2022-01-27 09:30:00,62921,30.49267643142477,-282
2022-01-27 13:30:00,62106,17.355085039916702,2022-01-31 09:30:00,61264,33.69481022463208,-842
2022-01-27 15:30:00,61950,14.579124579124581,2022-01-31 09:30:00,61264,33.69481022463208,-686
2022-01-28 09:30:00,61400,12.638645650904849,2022-01-31 09:30:00,61264,33.69481022463208,-136
2022-03-15 11:30:00,67950,18.86653581943081,2022-03-15 15:30:00,68366,30.84331077563769,416
2022-03-28 09:30:00,68100,13.036211699164355,2022-03-29 17:30:00,66970,32.96703296703298,-1130
2022-03-29 03:30:00,67571,9.568480300187616,2022-03-29 17:30:00,66970,32.96703296703298,-601
2022-03-29 09:30:00,67223,6.174698795180731,2022-03-29 17:30:00,66970,32.96703296703298,-253
2022-03-29 11:30:00,65914,3.8401498595067096,2022-03-29 17:30:00,66970,32.96703296703298,1056
2022-04-20 07:30:00,68162,18.071266968325787,2022-04-20 15:30:00,68348,31.703629032258064,186
2022-04-22 09:30:00,66612,18.126888217522662,2022-04-26 03:30:00,65445,30.230010952902518,-1167
2022-04-22 11:30:00,66373,15.216625572384643,2022-04-26 03:30:00,65445,30.230010952902518,-928
2022-04-22 13:30:00,66417,13.448399856166844,2022-04-26 03:30:00,65445,30.230010952902518,-972
2022-04-28 03:30:00,63813,18.93021312160468,2022-04-28 13:30:00,63892,30.479704797047972,79
2022-05-12 17:30:00,58699,18.58837846060237,2022-05-13 15:30:00,59266,33.142685129440096,567
2022-05-13 03:30:00,59049,16.661476175646214,2022-05-13 15:30:00,59266,33.142685129440096,217
2022-05-13 09:30:00,58875,13.107557227971142,2022-05-13 15:30:00,59266,33.142685129440096,391
2022-06-01 03:30:00,60680,19.426885798567227,2022-06-01 11:30:00,61457,43.77114733928022,777
2022-06-14 13:30:00,59515,18.62770675710931,2022-06-15 03:30:00,59929,34.77741260830594,414
2022-07-06 15:30:00,56776,19.176504463000285,2022-07-07 07:30:00,57190,37.414543194530765,414
2022-07-12 11:30:00,56400,17.017543859649123,2022-07-12 17:30:00,56471,31.284046692607006,71
2022-07-15 09:30:00,54990,12.642094385118853,2022-07-15 17:30:00,55608,33.91873278236915,618
2022-08-17 11:30:00,57190,18.3379331493407,2022-08-17 17:30:00,56886,30.11547344110855,-304
2022-08-17 13:30:00,56800,15.359024119767128,2022-08-17 17:30:00,56886,30.11547344110855,86
2022-08-22 03:30:00,55059,18.136200716845877,2022-08-23 13:30:00,55440,48.54981084489281,381
2022-08-22 05:30:00,54949,10.63829787234043,2022-08-23 13:30:00,55440,48.54981084489281,491
2022-08-22 07:30:00,54821,7.449541284403665,2022-08-23 13:30:00,55440,48.54981084489281,619
2022-09-01 03:30:00,52260,17.451100244498775,2022-09-02 07:30:00,52866,39.45849977807368,606
2022-09-01 07:30:00,52421,6.717984604618607,2022-09-02 07:30:00,52866,39.45849977807368,445
2022-09-16 07:30:00,55719,19.374416433239958,2022-09-16 13:30:00,56725,45.90437980608492,1006
2022-09-26 03:30:00,55521,18.12835591920225,2022-09-26 05:30:00,56105,30.359239258041796,584
2022-10-10 15:30:00,58950,17.085059712405553,2022-10-11 15:30:00,58544,32.799417546414276,-406
2022-10-12 05:30:00,57841,19.518628420705568,2022-10-12 09:30:00,57892,30.898675259577516,51
2022-11-03 05:30:00,57800,16.17340558566069,2022-11-03 13:30:00,58122,38.055296675986334,322
2022-11-03 07:30:00,57451,14.608433734939752,2022-11-03 13:30:00,58122,38.055296675986334,671
2023-01-05 07:30:00,68500,18.956521739130437,2023-01-06 13:30:00,69037,45.59168622192424,537
2023-01-05 15:30:00,67994,16.07603092783505,2023-01-06 13:30:00,69037,45.59168622192424,1043
2023-01-06 03:30:00,68366,13.598673300165828,2023-01-06 13:30:00,69037,45.59168622192424,671
2023-01-10 15:30:00,68369,19.588592800374002,2023-01-11 03:30:00,68690,31.413380593708467,321
2023-01-10 17:30:00,68355,17.741935483870975,2023-01-11 03:30:00,68690,31.413380593708467,335
2023-02-03 15:30:00,67570,16.934203563238654,2023-02-07 09:30:00,67321,30.965645311049215,-249
2023-02-06 05:30:00,67777,10.848163574403642,2023-02-07 09:30:00,67321,30.965645311049215,-456
2023-02-06 07:30:00,67781,8.009376831412382,2023-02-07 09:30:00,67321,30.965645311049215,-460
2023-02-10 03:30:00,66340,13.717491075981641,2023-02-10 07:30:00,66774,32.29214515388149,434
2023-02-23 09:30:00,65000,19.47496947496947,2023-02-27 07:30:00,64176,35.00684618895481,-824
2023-02-23 13:30:00,64799,17.831190609278934,2023-02-27 07:30:00,64176,35.00684618895481,-623
2023-02-23 15:30:00,64375,15.168806466951963,2023-02-27 07:30:00,64176,35.00684618895481,-199
2023-02-24 05:30:00,64290,5.446623093681907,2023-02-27 07:30:00,64176,35.00684618895481,-114
2023-02-24 13:30:00,63498,3.564453125,2023-02-27 07:30:00,64176,35.00684618895481,678
2023-03-08 03:30:00,61744,14.65779994458299,2023-03-09 09:30:00,61981,34.49811579307982,237
2023-03-08 07:30:00,61850,4.318111214662935,2023-03-09 09:30:00,61981,34.49811579307982,131
2023-03-28 07:30:00,69678,10.930110352075673,2023-03-28 11:30:00,69940,32.224396607958255,262
2023-05-11 13:30:00,74108,19.3217231897342,2023-05-15 07:30:00,73300,30.964214711729625,-808
2023-05-11 17:30:00,73781,15.527488855869251,2023-05-15 07:30:00,73300,30.964214711729625,-481
2023-05-12 07:30:00,73000,8.368353736524753,2023-05-15 07:30:00,73300,30.964214711729625,300
2023-05-23 09:30:00,71253,15.614938828074699,2023-05-23 11:30:00,72041,33.82040382571732,788
2023-05-25 13:30:00,70413,17.91651274473587,2023-05-26 05:30:00,70771,31.17842630217953,358
2023-06-05 11:30:00,71605,17.525773195876283,2023-06-05 13:30:00,71943,32.326444091149966,338
2023-06-20 11:30:00,70910,19.653379549393406,2023-06-23 11:30:00,68421,35.56597454789015,-2489
2023-06-20 13:30:00,70387,15.06726457399104,2023-06-23 11:30:00,68421,35.56597454789015,-1966
2023-06-20 15:30:00,70406,11.107634543178975,2023-06-23 11:30:00,68421,35.56597454789015,-1985
2023-06-21 07:30:00,70100,7.85540493569691,2023-06-23 11:30:00,68421,35.56597454789015,-1679
2023-06-21 11:30:00,69450,6.123644887196008,2023-06-23 11:30:00,68421,35.56597454789015,-1029
2023-06-21 17:30:00,69200,3.9642657733109985,2023-06-23 11:30:00,68421,35.56597454789015,-779
2023-07-07 07:30:00,70279,19.286094832179003,2023-07-07 11:30:00,70555,30.038948393378774,276
2023-07-21 09:30:00,75230,19.00733220530175,2023-07-25 05:30:00,74445,30.18677435638567,-785
2023-07-21 11:30:00,75050,13.304721030042913,2023-07-25 05:30:00,74445,30.18677435638567,-605
2023-07-21 15:30:00,75020,9.828823854224183,2023-07-25 05:30:00,74445,30.18677435638567,-575
2023-07-24 03:30:00,74711,3.058579574909274,2023-07-25 05:30:00,74445,30.18677435638567,-266
2023-08-04 05:30:00,72132,13.434579439252332,2023-08-04 11:30:00,72535,37.4293059125964,403
2023-08-08 07:30:00,71136,16.321617717862296,2023-08-10 05:30:00,70312,36.99721226602947,-824
2023-08-08 11:30:00,70190,11.206012982576013,2023-08-10 05:30:00,70312,36.99721226602947,122
2023-09-04 17:30:00,74522,15.47223540579023,2023-09-05 11:30:00,74090,31.1070110701107,-432
2023-09-05 03:30:00,74115,4.703832752613252,2023-09-05 11:30:00,74090,31.1070110701107,-25
2023-09-05 07:30:00,73298,1.6754270696451954,2023-09-05 11:30:00,74090,31.1070110701107,792
2023-09-07 09:30:00,72043,19.450654742893647,2023-09-08 03:30:00,72117,32.46614397719172,74
2023-09-14 11:30:00,70410,17.80192227329711,2023-09-14 15:30:00,71071,41.2054586808188,661
2023-09-26 03:30:00,71795,17.035157665820947,2023-09-27 09:30:00,71379,33.15463917525773,-416
2023-10-04 07:30:00,67173,13.201231757932788,2023-10-04 15:30:00,66960,52.89823958780592,-213
2023-10-25 05:30:00,71590,19.65185524507558,2023-10-25 15:30:00,71718,35.54190434401053,128
2023-11-01 07:30:00,71109,18.422601530311937,2023-11-01 17:30:00,71301,31.21157323688969,192
2023-11-07 09:30:00,70760,18.679409209383152,2023-11-08 15:30:00,71079,39.81001727115717,319
2023-11-07 15:30:00,70625,16.990701606086233,2023-11-08 15:30:00,71079,39.81001727115717,454
2023-11-08 03:30:00,70560,14.574557708508848,2023-11-08 15:30:00,71079,39.81001727115717,519
2023-11-08 05:30:00,70554,10.1193106495802,2023-11-08 15:30:00,71079,39.81001727115717,525
2023-11-13 07:30:00,69530,4.072188801480792,2023-11-13 17:30:00,69946,30.82935301780286,416
2023-12-05 15:30:00,75186,16.670215030870764,2023-12-06 11:30:00,75490,38.98989898989899,304
2023-12-08 17:30:00,72539,19.17690768791084,2023-12-12 11:30:00,72485,47.34570565386276,-54
2023-12-11 03:30:00,72401,15.038670867946152,2023-12-12 11:30:00,72485,47.34570565386276,84
2023-12-11 15:30:00,71833,10.596797671033485,2023-12-12 11:30:00,72485,47.34570565386276,652
2023-12-29 09:30:00,74062,18.858131487889267,2024-01-01 09:30:00,74435,31.872340425531917,373
2023-12-29 11:30:00,74064,15.647482014388501,2024-01-01 09:30:00,74435,31.872340425531917,371
2024-01-03 13:30:00,72384,17.761710154039605,2024-01-05 07:30:00,72230,31.68449197860963,-154
2024-01-03 15:30:00,72345,10.876132930513606,2024-01-05 07:30:00,72230,31.68449197860963,-115
2024-01-03 17:30:00,72371,1.557285873192427,2024-01-05 07:30:00,72230,31.68449197860963,-141
2024-01-17 03:30:00,71790,15.177304964539005,2024-01-17 09:30:00,71843,30.304772857964352,53
2024-02-01 11:30:00,71010,15.8946855192589,2024-02-01 13:30:00,71740,38.79500367376929,730
2024-02-05 11:30:00,70421,17.479395604395606,2024-02-06 09:30:00,70380,30.72656683305601,-41
2024-02-14 11:30:00,69437,19.487453283502404,2024-02-14 15:30:00,70124,38.82191780821918,687
2024-02-27 13:30:00,69118,18.40607210626186,2024-02-28 03:30:00,70780,62.819383259911895,1662
2024-04-22 17:30:00,80550,17.85228817399185,2024-04-23 15:30:00,80691,31.79005271602108,141
2024-04-23 03:30:00,79961,16.297828335056877,2024-04-23 15:30:00,80691,31.79005271602108,730
2024-04-23 07:30:00,79548,14.288601455133374,2024-04-23 15:30:00,80691,31.79005271602108,1143
2024-05-23 07:30:00,91087,17.702513966480453,2024-05-24 09:30:00,91137,30.611490855348237,50
2024-05-23 09:30:00,91450,12.183308494783901,2024-05-24 09:30:00,91137,30.611490855348237,-313
2024-06-10 15:30:00,89901,19.829155580450916,2024-06-11 07:30:00,88512,31.263300444960336,-1389
2024-06-24 11:30:00,89250,18.625447112927958,2024-06-25 09:30:00,88863,32.49122807017544,-387
2024-06-25 05:30:00,88890,12.457496136012367,2024-06-25 09:30:00,88863,32.49122807017544,-27
2024-06-25 13:30:00,87479,17.647058823529406,2024-06-27 07:30:00,86956,33.87455516014235,-523
2024-06-25 15:30:00,86871,9.417637271214645,2024-06-27 07:30:00,86956,33.87455516014235,85
2024-07-19 03:30:00,90420,16.36838930223206,2024-07-22 15:30:00,89229,31.53488372093024,-1191
2024-07-19 05:30:00,89908,14.19911829537105,2024-07-22 15:30:00,89229,31.53488372093024,-679
2024-07-23 05:30:00,86370,18.060802302572398,2024-07-26 15:30:00,81461,48.60632633886627,-4909
2024-07-23 09:30:00,85276,9.894179894179885,2024-07-26 15:30:00,81461,48.60632633886627,-3815
2024-07-23 13:30:00,84898,7.1261891940405775,2024-07-26 15:30:00,81461,48.60632633886627,-3437
2024-08-05 15:30:00,79562,19.32711913778037,2024-08-07 03:30:00,79820,37.66767633059282,258
2024-08-06 05:30:00,79120,16.40409065782201,2024-08-07 03:30:00,79820,37.66767633059282,700
2024-09-03 03:30:00,84168,17.939894471208987,2024-09-03 09:30:00,84129,30.128597672994488,-39
2024-09-04 03:30:00,83299,19.181479950392713,2024-09-04 09:30:00,83297,31.201799485861187,-2
2024-09-04 05:30:00,82812,16.642754662840744,2024-09-04 09:30:00,83297,31.201799485861187,485
2024-10-08 13:30:00,88520,14.780763790664778,2024-10-09 09:30:00,89540,32.405845980888145,1020
2024-10-31 13:30:00,94650,14.028336540143442,2024-11-04 05:30:00,94824,30.238514486953747,174
2024-11-06 17:30:00,90900,19.812925170068027,2024-11-07 13:30:00,92423,35.67274137262504,1523
2024-11-07 03:30:00,90418,16.607830551989736,2024-11-07 13:30:00,92423,35.67274137262504,2005
2024-11-11 15:30:00,89114,19.9849454271735,2024-11-12 17:30:00,89251,31.278825995807125,137
2024-11-12 07:30:00,88393,8.96333182435491,2024-11-12 17:30:00,89251,31.278825995807125,858
2024-11-26 05:30:00,87725,19.839908519153795,2024-11-26 15:30:00,88320,35.47826086956522,595
2024-12-13 09:30:00,91870,14.323388824789845,2024-12-16 11:30:00,91432,33.23076923076924,-438
2024-12-13 13:30:00,90450,12.157246782316733,2024-12-16 11:30:00,91432,33.23076923076924,982
2024-12-19 11:30:00,87798,12.629451881788327,2024-12-20 13:30:00,88114,34.27120505078233,316
2024-12-19 13:30:00,86750,8.83899676375404,2024-12-20 13:30:00,88114,34.27120505078233,1364
2024-12-30 13:30:00,87300,17.976066597294476,2024-12-31 07:30:00,87670,32.12369832754813,370
2024-12-30 17:30:00,87575,14.460119370591414,2024-12-31 07:30:00,87670,32.12369832754813,95
2025-01-14 09:30:00,90390,10.757088570593382,2025-01-15 05:30:00,90856,33.39545285128587,466
2025-02-28 17:30:00,94201,17.511664074650085,2025-03-03 03:30:00,94863,31.490570911909074,662
2025-04-03 11:30:00,94084,19.640840298170318,2025-04-07 09:30:00,89697,31.156064668129005,-4387
2025-04-04 03:30:00,93200,11.031017911751846,2025-04-07 09:30:00,89697,31.156064668129005,-3503
2025-04-04 09:30:00,92418,7.381584772023018,2025-04-07 09:30:00,89697,31.156064668129005,-2721
2025-04-04 13:30:00,88411,4.435032763305102,2025-04-07 09:30:00,89697,31.156064668129005,1286
